OBJECTID,NAME_OF_SE,ALT_NAME,STREETNAME,WARD_S,PLANNING_U,LATITUDE,LONGITUDE,REGION,WATER_SUPP,SANITATION,REFUSE,ELECTRIC_2,UNIREFCODE,EST_HHC,NUSP_CAT,SHAPE_Length,SHAPE_Area
1,Amatikwe, ,MR93 North,56/108,Amatikwe,"-29,6847594568261","30,9331993743659",Northern,Standpipes,Pit Privies,C&SW contractor,Yes,I0005,3250,B1,0.220758814885123,0.000223082616564589
2,Congo Phase 2,Congo Phase 2,MR93 /MR93 North,55/57,Inanda Congo,"-29,6930565996813","30,9524428875002",Northern,Standpipes,Ablution Facility & Pit Privies,C&SW contractor,Yes,I0037,758,B1,0.0438277722781698,2.69850783732054e-05
3,Africa Inanda,Africa,Curnick Ndlovu Highway,55,Ohlange-Africa / Stop 8,"-29,700492743755","30,9486579023242",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0002,627,B1,0.0221162836325124,2.63939283238213e-05
4,Namibia, ,Curnick Ndlovu Highway / Matshana Road,108/44,Inanda Namibia,"-29,703771886581","30,9335017254606",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0145,1508,B1,0.0380441597426509,6.32246004397624e-05
5,Mshayazafe, ,Sidudla Road,55,Mshayazafe / Ohlange - Africa,"-29,7066784039778","30,9469610275001",Northern,Standpipes,Pit Privies,C&SW contractor,Yes,I0140,349,B1,0.0189374411761917,1.29936995512438e-05
6,Ntuzuma - E1, ,Ithendele Drive,44/43,Emachobeni / Ntuzuma - E / Inanda Glebe,"-29,7226600304074","30,9207622047174",Northern,Standpipes,Pit Privies,C&SW contractor,Yes,I0151,261,B1,0.0226833960216455,1.70736887702641e-05
7,Ntuzuma - E8, ,121829 Street,44/43,Emachobeni / Ntuzuma - E,"-29,7275669099481","30,9221578087933",Northern,Standpipes,Pit Privies,C&SW contractor,Yes,I0152,402,B1,0.0249123369601404,2.28563920131418e-05
8,Smithfield, ,Smithfield Road,34,Sea Cow Lake,"-29,7928102569667","31,0028647844833",Northern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Planned,I0190,235,B1,0.0101313878897409,4.70938428181606e-06
9,Johanna Road, ,Johanna Road / Boxwood Place,34,Sea Cow Lake,"-29,7974985831216","30,9946111650077",Northern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Planned,I0579,488,C,0.00764956034952972,2.49528208391828e-06
10,Triumph/ Myhill Roads (Jamaica), ,Triumph Road / Myhill Road / Maynard Road,34,Sea Cow Lake,"-29,7981610430836","31,0016123135001",Northern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Yes,I0200,922,B1,0.0188901021625384,7.26342632482255e-06
11,Gumtree Road (Kenville), ,Gumtree Road,34,Sea Cow Lake,"-29,7988205376058","31,0051515688531",Northern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Planned,I0083,416,B1,0.00986778590157905,3.4287728698276e-06
12,Mysore Road (Temple), ,Mysore Road (Temple),34,Sea Cow Lake,"-29,8006240606941","31,0013601092544",Northern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Yes,I0143,376,B2,0.0114361007801866,3.18990217003136e-06
13,Richmond Farm A, ,Dukuza Road / Ingcebo Drive,38,Ntuzuma - A / Ntuzuma - C,"-29,7466633962258","30,9357411787946",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0172,291,B1,0.0192241620364782,8.07706929732444e-06
14,Siyasokola, ,Sea Cow Lake Road,34,Sea Cow Lake,"-29,8013870001236","30,9921383114105",Northern,Ablution Facility Taps,Ablution Facility & VIP toilets,C&SW contractor,Planned,I0585,279,B2/C,0.00743565324016358,2.19427238402239e-06
15,Ntuzuma - G, ,Umbeza Way / Mbuso Road,42,Ntuzuma - G / Soweto,"-29,7198114869858","30,9424533033161",Northern,Standpipes,Pit Privies,C&SW contractor,Yes,I0153,306,B1,0.00991808816739651,3.40968825924537e-06
16,Parkington,Thandanani,Parkington Grove / Park Station Road,34,Kenville,"-29,783257408305","31,0103712783198",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Planned,I0156,268,B1,0.00854764207097989,1.81775188887888e-06
17,Gwala's,Gwalas farm,Douglas Place / Saunders` Circle,34,Tongaat South,"-29,5763196627174","31,0763481663072",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0084,308,B1,0.0479161307640381,9.41272606953216e-06
18,Zwelitsha, ,Off Douglas Circle / 80002 Street,61/58,Tongaat South,"-29,5795981845617","31,0743407061765",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0376,241,B1,0.0199598229040009,4.98366892404215e-06
19,Kwasumubi / eMahlabathini,Cottonlands,Vincent Dickinson Road,60,Hazelmere,"-29,5883449064651","31,0543942619842",Northern,Standpipes,Pit Privies,C&SW contractor,Yes,I0110,3830,B1,0.0641557335011725,0.000137370972445818
20,Sitarami, ,82078 Street / 82076 Street,61,Buffels Kloof / Hambanathi Extension,"-29,5550004644242","31,1049051735001",Northern,Standpipes,Pit Privies,C&SW contractor,Planned,I0188,720,B1,0.0225525664686425,1.31951538947307e-05
21,Buffelsdraai, ,Buffels Drive,59,Buffelsdraai,"-29,6449762909628","30,9869848211042",Northern,Standpipes,Pit Privies,C&SW contractor,Yes,I0028,2388,B1,0.0796953210125637,0.000136086155389665
22,Blackburn Village (Boxers),Top section,Track No. 67102,35,Ottawa Agricultural,"-29,6931038077666","31,0700186439905",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0025,439,B1,0.0111914421344401,2.75921138934026e-06
23,Kwamashu A Hostels, ,Malandela Road / Musa Road,39/46,Kwamashu A,"-29,7441093755567","30,998084581913",Northern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0107,9388,B1,0.046650968934052,9.07611528113017e-05
24,Trenance Park 4A Overspill, ,Trenance Park Drive,102,Trenance Park,"-29,6699186984517","31,0147770447251",Northern,TBC,TBC,C&SW contractor,Yes,I0199,389,B1,0.0158651809353122,5.68879036984217e-06
25,Ivy Close, ,Ivy Close / Begonia Drive / Aster Drive,60/106,Redcliffe,"-29,6459119198086","31,0151315774618",Northern,Ablution Facility Taps & 3 Standpipe,Ablution Facility,C&SW contractor,Yes,I0091,556,B1,0.0182106839992545,1.29705850538513e-05
26,Redcliff   (Canelands/Parkridge), ,Hazelmere Drive,60,Redcliffe,"-29,6233862141976","31,0320501634083",Northern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0167,5385,B1,0.0717387212548406,0.000104149240272815
27,Recliffe Cross Road, ,Cross road / Quarry Road,60,Redcliffe,"-29,6279642260829","31,0236904157239",Northern,TBC,TBC,C&SW contractor,Yes,I0166,382,B1,0.0084994096716209,2.31966670599869e-06
28,Lungelani, ,Lobelia Crescent,58,Tongaat Beach,"-29,6378750754798","31,1245406401007",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0116,626,B1,0.0073701570601574,3.12269429725923e-06
29,White City 2 / Emzomusha, ,Gugu Ngubane Street,57,Langalibalele,"-29,6975631649748","30,9767128240335",Northern,Standpipes,Pit privies,C&SW contractor,Planned,I0369,35,B1,0.00453013896954342,6.32344406142032e-07
30,Section G & G extension, ,King Bhekuzulu Drive / Zenda Road,42/107,Ntuzuma - G & G Ext./ Newtown B & B Ext.,"-29,7190026304223","30,9541514758304",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0181,1401,B1,0.0513382466019747,2.71626127722047e-05
31,Langalibalele (2), ,Malibongwe Drive,55,Langalibalele,"-29,7035876639145","30,9674037827501",Northern,TBC,Pit Privies,C&SW contractor,Yes,I0112,74,B1,0.00970854030515689,1.67776449249101e-06
32,Simunye Triangle ( Newtown B), ,Zimnene Road,55/107,Newtown B / Newtown B Ext.,"-29,7146537348833","30,9542779035001",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0187,163,B1,0.016382486863956,4.02246669122666e-06
33,Amawoti-Nigeria, ,District Road No.403,59/53,Amawoti,"-29,6725641564664","30,9992157027736",Northern,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0013,681,B1,0.0158393484296896,8.89771566552509e-06
34,Amawoti-Namibia, ,District Road No.403,53/56,Amawoti / Etafuleni,"-29,679111134427","30,9848659384735",Northern,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0012,1550,B1,0.0443484434261796,6.53196360793196e-05
35,Amawoti-Geneva, ,District Road No.403,57,Amawoti,"-29,689103405995","30,9686105282501",Northern,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0007,1227,B1,0.0398379673469481,4.48119543041812e-05
36,Ziweni, ,Magangane Magwaza Road,58,Greylands,"-29,5569224902641","31,1396445000001",Northern,Ablution Facility Taps & Standpipes,Ablution Facility & Pit Privies,C&SW contractor,Yes,I0816,60,C,0.00377360177559134,3.29374704387492e-07
37,Ndliyomlilo, ,Van Rova Road,61,Buffels Kloof & Emona,"-29,5550640363338","31,0944401704845",Northern,Standpipes,Pit Privies,C&SW contractor,Yes,I0146,657,B1,0.0182479869748862,1.35363784437338e-05
38,Valley View, ,Valley View Drive,60,Redcliff,"-29,6416473291395","31,0159434245001",Northern,Ablution Facility Taps & 3 Standpipe,Ablution Facility,C&SW contractor,Yes,I0363,385,B1,0.0158895275517614,7.06929559705633e-06
39,Riverview, ,Qhakaza Grove,58,Greylands,"-29,5580747113607","31,1445778859748",Northern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0826,89,B2,0.00270190613593637,3.88876211474308e-07
40,KwaMashimane Valley View,Valley View,Valley View Road,59,Redcliffe,"-29,6440107093317","30,9990606055002",Northern,1 Standpipe,Pit privies,C&SW contractor,Planned,I0106,637,B1,0.0199545529887169,1.27905351051623e-05
41,Kwamancinza, ,Mqhawe Drive / Egugwini Street / Mpala Avenue,45/41,KwaMashu N,"-29,7441375143155","30,9538841170001",Northern,Ablution Facility Taps & 30 Standpipe,Ablution Facility,C&SW contractor,Yes,I0105,1032,B1,0.0889389888902147,2.50217154259637e-05
42,Ntuzuma - B, ,Mpisi Rd,38,Ntuzuma - B,"-29,7568847224202","30,9502032274462",Northern,Ablution facility taps,Ablution facility,C&SW contractor,Yes,I0847,22,C,0.00389284266662313,5.09952973447098e-07
43,Redcliffe Esihlahleni, ,Jabu Ngcobo,59,Redcliffe,"-29,6463777239864","31,0005598760001",Northern,TBC,TBC,C&SW contractor,TBC,I0170,194,B2,0.00711801137936236,1.79500848878239e-06
44,Investigate Rd 82090, ,Road 82090,61,Tongaat South,"-29,5765722457388","31,0940191485001",Northern,TBC,TBC,C&SW contractor,TBC,I0868,56,B1,0.00491035397111436,8.00520612986856e-07
45,B5, ,Road 106296,38,Ntuzuma - A,"-29,7627033108793","30,9546762428353",Northern,TBC,TBC,C&SW contractor,TBC,I0020,68,B1,0.00159237385997198,1.69559474073777e-07
46,Simplace Ext, ,Sim Place / Effingham Road,34,Kenville,"-29,774203908896","31,0070335585792",Northern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Yes,I0186,643,B1,0.0160708412362809,6.59492134921623e-06
47,RoodeKrans 828 /  Hazelmere Dam, ,P239 / Track 83699,60,Hazelmere,"-29,6048370505757","31,0438279537351",Northern,Ablution Facility Taps,Ablution Facility & Pit Privies,C&SW contractor,Yes,I0419,2626,B2,0.0921215271507276,0.00017072769474384
48,Redcliffe 1 (Hilltop & KwaShabalala),Hilltop & KwaShabalala,Hilltop Drive / Kingfisher Crescent,60/59,Redcliffe,"-29,6501604687663","31,0097584656556",Northern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes_Investigate / Prioritize,I0169,664,B1,0.0339744024475338,1.42843975477948e-05
49,Simplace, ,Sim Place / Effingham Road,34,Kenville,"-29,7726608170569","31,0059169591393",Northern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Yes,I0185,622,B1,0.00977266221691644,5.17621969891302e-06
50,Investigate B Extention, ,King bhekizulu / Savumelana cls,55,Newtown B,"-29,7112735469738","30,952306751966",Northern,TBC,TBC,C&SW contractor,TBC,I0148,57,B2,0.00965394428641602,2.03737004626185e-06
51,Redcliffe  Oakford Rd, ,Oakford Road,60,Redcillfe,"-29,6300227090647","31,011905272365",Northern,TBC,TBC,C&SW contractor,Yes,I0168,77,B1,0.00384003323314359,7.04765756298477e-07
52,Ntuzuma - C phase 2 Part 2,Hospital site,Ibhucu Drive,45,Ntuzuma - C / Ntuzuma - A,"-29,7398072928964","30,939873600636",Northern,"Ablution Facility tabs, Standpipes","Ablution facility, Pit Privies",C&SW contractor,Yes,I0150,1687,B1,0.0665600346575942,4.38083307149534e-05
53,Qungisibindi, ,Zimnene,42,Ntuzuma - G,"-29,7246925743418","30,9512605931048",Northern,Ablution Facility Taps,Ablution Facility,C&SW contractor,TBC,I0891,28,B1/B2,0.00278800993135474,4.92099209540367e-07
54,Oaklands 1, ,TODD STREET,60,Verulam West,"-29,6411499015148","31,0282915821971",Northern,Standpipes,Pit Privies,C&SW contractor,TBC,I0895,101,B1,0.0103042788616627,4.14177071566499e-06
55,Ntuzuma - A, ,Khangela str,38,Ntuzuma - A / Newlands West-open space,"-29,762834532647","30,9378692221372",Northern,Standpipes,Pit Privies,C&SW contractor,TBC,I0893,138,B1,0.0375685417795415,9.23290014352031e-06
56,Blackburn Village (Chappas),Botton (section),Track No. 67102,35,Ottawa Agricultural,"-29,6931038077666","31,0700186439905",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0025,1028,B1,0.0184824036479868,7.76192141979785e-06
57,Langalibalele (1), ,Nombonjane Mtshali / Dr Langalibalele Drive,57/55/56,Amatikwe / Amaoti / Langalibalele,"-29,6922542411302","30,9606391181221",Northern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0111,810,B1,0.0526988004966983,4.02562562825094e-05
58,Stop 8 (Namibia), ,Curnick Ndlovu Highway,108/55,Stop 8,"-29,6997078966891","30,941288818036",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0196,1520,B1,0.0574130488695591,5.2143174518813e-05
59,Bhambayi Phase 3, ,Curnick Ndlovu Highway,57/54,Bhambayi / Newtown C,"-29,7017118041875","30,9752549604074",Northern,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0023,2491,B1,0.027779601753357,3.02090506660446e-05
60,Shembe / Ekuphakameni,Dikwe Masakhane,Curnick Ndlovu Highway / Shukuma Close,55/107,Ezimangweni / Ohlange-Mafukuzela / Newtown B Ext.,"-29,7135378469035","30,9617835875",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0183,1265,B1,0.0542793255314269,2.55240982169448e-05
61,North Coast Road, ,Old North Coast Road,34,Avoca,"-29,7690313167228","31,0242748140001",Northern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0583,115,B2,0.00507842597919935,6.46034031952881e-07
62,Havelock Road, ,Sanderson Place,34,Greenwood Park,"-29,7852636405264","31,0153590145406",Northern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Planned,I0086,178,B1,0.00439051532090516,7.85442412944672e-07
63,"Qhakaza 1, 2 & Sokwalisa (Duffs Road)", ,Ntokozo Road / Dumisani Makhaye Drive / Zamani Place,39,KwaMashu A,"-29,746590704447","31,00180205725",Northern,Ablution Facility Taps,Ablution facillity,C&SW contractor,Planned,I0163,1492,B1,0.0330541124351634,1.30460377010735e-05
64,Malacca Road, ,Malacca Road,110,Red Hill,"-29,7671141288159","31,0305453220001",Northern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Planned,I0121,292,B1,0.006343784584387,6.88403509414567e-07
65,Amaotana, ,Street No. 20354,59/56,Amawoti / Amawotana,"-29,6605702028069","30,9967070700001",Northern,Ablution Facility Taps & 25 Standpipe,Ablution Facility,C&SW contractor,Yes,I0003,1686,B1,0.114248419410845,9.00513538406011e-05
66,Jan Roz, ,Jan Roz Crescent,62,Greylands,"-29,5451999155065","31,1446916412502",Northern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0093,450,B1,0.0120332216504459,4.8564549304138e-06
67,Amawoti-Angola, ,District Road No.787,53/56/52,Amawoti / Goqokazi,"-29,6799415854926","30,9741877358333",Northern,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0006,2034,B1,0.0742053398102871,8.03787027911273e-05
68,Siyanda VN Naiker School, ,Inanda Rd / Malandela Road / Dumisani Makhaye Drive,41,Siyanda Camp,"-29,7611542310239","30,9659808192501",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0189,862,B1,0.0402501963423733,1.04378047213987e-05
69,Pholani, ,Ocean View Road / Leo Boyd Highway,58,Tongaat Beach,"-29,6303066138455","31,1400757676778",Northern,Ablution Facility Taps & 2 Standpipe,Ablution Facility & Pit Privies,C&SW contractor,Yes,I0807,363,B2,0.00570293045134114,1.32688049528929e-06
70,Thuthukani (Sea Tide),Thuthukani,Genazzano Road,58,Tongaat Beach,"-29,6038051711012","31,1605602649051",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Planned,I0808,577,B2,0.0120935546728513,5.35340102730941e-06
71,New Glasgow Ematendeni Canelands, ,New Glasgow Road / Second Avenue / Old Mill Way / Station Rd,58,Canelands,"-29,6252700678282","31,0568131805001",Northern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0814,573,B1,0.0210838911034585,6.0818535585579e-06
72,Amawoti-Lybia -Palastine, ,District Road No.403,53/59/56,Amawoti / Etafuleni,"-29,6731104603641","30,98830748625",Northern,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0009,959,B1,0.0426709150180857,4.08925180615754e-05
73,Amawoti-Lusaka, ,District Road No.403,53,Amawoti,"-29,6790714771441","30,9911264203927",Northern,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0008,3561,B1,0.0348936285316696,5.97690512990642e-05
74,Amawoti-Zambia, ,District Road No.403,57,Amawoti,"-29,6928450582934","30,9711970025987",Northern,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0015,646,B1,0.0181386821754589,1.60314278364447e-05
75,Amawoti-Mozambique, ,Street No. 121565,57/56,Amawoti / Goqokazi,"-29,6827288533152","30,9681015697587",Northern,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0011,771,B1,0.0333750896972429,3.54895226133341e-05
76,Amawoti-Tanzania, ,District Road No.403,57/52,Amawoti,"-29,6856868982442","30,9741483881877",Northern,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0014,2136,B1,0.0329026174904562,6.12291806383357e-05
77,Richmond Farm B,Ntuzuma - J & K,Mpangele Road / Ntuzuma - Main Road / Sambane Crescent,41/38/45,Ntuzuma - A / Ntuzuma - B / KwaMashu - N,"-29,7465352077987","30,9528749695001",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0173,4332,B1,0.0981400478478887,6.04671322311212e-05
78,K Buffer, ,Phothwe Road,41,KwaMashu K / Ntuzuma - B,"-29,7555091699995","30,9541311310001",Northern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0095,159,B1,0.0114879526732325,2.1792066518748e-06
79,Amawoti-Zimbabwe, ,Westham Drive,52/57,Amawoti,"-29,6914530397925","30,9766110950783",Northern,Ablution Facility Taps,Ablution facility & Pit Privies,C&SW contractor,Yes,I0016,1034,B1,0.021409959351628,2.36576628141644e-05
80,Curnick Ndlovu, ,Curnick Ndlovu (KwaMashu) Highway,55,Ohlange / Mafukuzela,"-29,7084519224413","30,9584611078366",Northern,Ablution facility taps,Ablution facility,C&SW contractor,Planned,I0039,102,B1,0.00746494539050481,2.63239525510189e-06
81,Riet Rivier, ,Saturn Road,102,Riet Rivier/Ottawa / Trenance Park,"-29,661847175993","31,0218689086722",Northern,Standpipes,Pit Privies,C&SW contractor,Planned,I0841,158,B2,0.00627289307026957,2.21492652042027e-06
82,Mount Venon, ,Venus Road,102,Riet Rivier/Ottawa / Trenance Park,"-29,6645434825272","31,0193912730001",Northern,Standpipes,Pit Privies,C&SW contractor,Planned,I0842,199,B2,0.00786855556749044,1.52346932113006e-06
83,Investigate KwaMashu Newlands Interface overspill, ,Dumisani Makhaye Dr / Malandela Rd,40,Siyanda - Camp,"-29,7599261689275","30,9709068382502",Northern,Ablution Facility Taps,Ablution Facility & Pit Privies,C&SW contractor,TBC,I0871,99,B1/B2,0.00640000931628925,5.59380058955517e-07
84,NPA(Zamani), ,Provincial Road / Gopalall Hurbans Road,102,Ottawa South,"-29,6893684308479","31,0327279063737",Northern,TBC,Pit Privies,C&SW contractor,TBC,I0858,4,B2,0.000904798240319987,5.06444128759932e-08
85,Investigate Elangeni Ntuzuma - G settlement, ,Ithendele Drive,42,Ntuzuma - G,"-29,7232478619246","30,9424325450001",Northern,TBC,TBC,C&SW contractor,Yes,I0875,60,B2,0.00555253570049343,1.1039789132109e-06
86,Matamfana Ext?, ,Ngcebo Drive / Ibhucu Drive,45,KwaMashu N,"-29,7392434955306","30,9520653405001",Northern,Ablution Facility Taps & Standpipes,Ablution Facility & Pit Privies,C&SW contractor,Yes,I0126,294,B1,0.0216306510072929,9.26603377409819e-06
87,Bhambayi Phase 1 Ext, ,Curnick Ndlovu Highway,52,Bhambayi / Newtown C,"-29,7064720932249","30,9726285083983",Northern,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0394,1712,B1,0.0207607049961051,1.84566076732798e-05
88,Greylands 82101 TRK Ext, ,Greylands 82101 TRK Ext,62,Greylands,"-29,5353666807515","31,1552637277236",Northern,TBC,Pit Privies,C&SW contractor,TBC,I0883,27,B2,0.00229965531246128,2.3785582411983e-07
89,Bhambayi Ghandi Settlement, ,Ntombi Mbiko Street,52,Bhambayi,"-29,7073670706764","30,975410001301",Northern,Standpipes,Pit Privies,C&SW contractor,Yes,I0024,248,B1,0.00565365742981224,1.68067972706759e-06
90,Ocean Drive (Relocated),Ocean Drive Inn,Ushukela Drive,58,Oceans,"-29,5907485401224","31,1479817815001",Northern,Standpipes,Pit Privies,C&SW contractor,Planned,I0809,20,B2,0.00638469129831219,7.10349794516553e-07
91,Canelands / St Peter, ,Ramnath Road,58,Canelands,"-29,6396035748096","31,055517325571",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Planned,I0588,367,C,0.0104284359069403,2.46024693667662e-06
92,Dunpals, ,Off Saxon Avenue,61,Buffels Kloof,"-29,5722130705859","31,0929402355001",Northern,TBC,TBC,C&SW contractor,Planned,I0053,18,B1,0.00473822062836796,5.01063359346254e-07
93,Amaotana Zwelisha,Zwelisha,Bonga Mambumba Road,102/59,Trenance Park,"-29,6668581542191","31,0071203256748",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0004,3731,B1,0.0665038400106542,5.96644746637369e-05
94,Frasers, ,D433,62,Greylands,"-29,5326813113119","31,1668779882501",Northern,Ablution Facility Taps & Standpipes,Ablution facility,C&SW contractor,Planned,I0707,449,B2,0.0218265530018202,3.77887134289803e-06
95,Greylands phase 2 (Magwaveni), ,Greylands Road,62,Greylands,"-29,5503100268553","31,1438113217778",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0082,1398,B1,0.0205409441958744,1.66353832523188e-05
96,Emona, ,82076 Street,61,Emona / Buffels Kloof,"-29,5497168169619","31,1015050269755",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Planned,I0407,197,B1,0.00672804274549223,2.17967424136788e-06
97,Amawoti-Moscow, ,District Road No.403,59/102/53,Amawoti / Amaotana,"-29,6691616125242","30,9969088998727",Northern,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0010,1653,B1,0.0471335210659838,4.53897865087228e-05
98,Greylands 82101 TRK, ,Track 82101,62,Greylands,"-29,5374687093445","31,1534245435917",Northern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0818,65,B2,0.003254891279513,3.82497470038186e-07
99,Frasers Extension, ,Track 82095,62,Greylands,"-29,5314136393034","31,1651369865001",Northern,Ablution Facility Taps,Ablution facility & Pit privies,C&SW contractor,Planned,I0831,57,B2,0.00524494378616551,5.37819412801566e-07
100,Frasers Zikhali/Smamane, ,Unnamed Road,62,Greylands,"-29,5250626877736","31,1774384302502",Northern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Planned,I0832,62,B2,0.00419054010903654,7.09986650328163e-07
101,Ezinkawini, ,20330 Street / Venus Road,102,Riet Rivier/Ottawa / Trenance Park,"-29,661327508202","31,0170574463581",Northern,Ablution Facility Taps,Ablution facility & Pit Privies,C&SW contractor,TBC,I0843,106,B2,0.00546073267787723,1.01895152025724e-06
102,Drift, ,Drift Road,58,Canelands,"-29,6354572119536","31,0551647323929",Northern,Ablution Facility Taps,Ablution Facility,C&SW contractor,TBC,I0051,117,B1,0.00434218186870535,1.08101972947189e-06
103,Canelands Hilltop (Old Main Road), ,Old Main Road,58,Canelands,"-29,6278741770174","31,0614386855002",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,TBC,I0029,162,B1,0.00910759901958146,2.05277187746423e-06
104,Umbhayi, ,Edmundsbury Street / 82088 Trk,61,Buffels Kloof,"-29,5736022885964","31,0886848381423",Northern,Ablution facility taps,Ablution Facility,C&SW contractor,TBC,I0920,1294,B1,0.0203541089767616,8.99858802648361e-06
105,Umlazi - N - NX5,NX5,Nkosi Avenue / Hlongwa Crescent / Griffiths Mxenge,82,Umlazi - N,"-29,9584859298652","30,8837854936648",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0306,273,B1,0.0121946966512349,2.92294784181034e-06
106,Umlazi - N - NX1 (Elahlamlenze),NX1 (Elahlamlenze),Zamokuhle Street / Ngena Walk,82,Umlazi - N,"-29,9573727102283","30,8792481102501",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Yes,I0304,111,B1,0.00753458019775818,9.16180378340853e-07
107,Umlazi - N - NX6 (Enkanini),NX6 (Enkanini ),Mabhnu Sabela Avenue / Mskhosi Street,85,Umlazi - N,"-29,9678713363648","30,877904784451",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Yes,I0307,195,B1,0.00724248329230395,1.72498616408676e-06
108,Umlazi - A - AA (Siphola),AA -Siyaphola),Simalane Drive,85,Umlazi - AA,"-29,9800428257533","30,88122642525",Southern,Ablution Facility Taps & 2 Standpipe,Ablution Facility,C&SW contractor,Yes,I0210,173,B1,0.0104924449127847,1.70271135547253e-06
109,Umlazi - P - P5/PX3,P5/PX3,Mkhiwane Street / Phambili Road,85/87,Umlazi - P / Umlazi - Q,"-29,9803025436044","30,8852695141995",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0309,381,B1,0.0221332092721126,3.1538578084257e-06
110,Umlazi - P - PX1,PX1,Sikhonko Road / Emthethweni Road,85,Umlazi - P,"-29,9715960225121","30,8835257770246",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0311,23,B1,0.00231617372630585,2.42220511228576e-07
